,0,0,0.0,0.0,0
12011841,8446.25,8446.5,8444.75,8445.5,59
12011842,8445.5,8445.75,8444.5,8444.5,60
12011843,8444.5,8445,8444.5,8444.75,41
12011844,8444.75,8444.75,8444.0,8444.5,38
12011845,8444.5,8445,8444.25,8444.25,25
12011846,8444.25,8445.25,8444.25,8445.25,80
12011847,8445.25,8446,8445.0,8445.5,54
12011848,8445.5,8446,8445.25,8445.5,31
12011849,8445.5,8445.75,8445.0,8445.5,27
12011850,8445.5,8446.25,8445.25,8446.25,42
12011851,8446.25,8446.25,8445.75,8446.0,5
12011852,8446,8446.25,8445.75,8446.0,23
12011853,8446,8446,8445.5,8445.5,24
12011854,8445.5,8445.5,8444.25,8444.75,33
12011855,8444.75,8446.75,8444.75,8446.5,43
12011856,8446.5,8447,8446.0,8446.0,51
12011857,8446,8446.5,8445.75,8445.75,16
12011858,8445.75,8446,8445.25,8445.5,21
12011859,8445.5,8446.25,8445.25,8446.25,16
12011900,8446.25,8447,8446.0,8446.25,47
12011901,8446.25,8446.5,8445.75,8446.0,20
12011902,8446,8446,8445.25,8445.5,49
12011903,8445.5,8445.75,8445.0,8445.0,40
12011904,8445,8445,8442.75,8443.0,150
12011905,8443,8443.5,8442.25,8443.5,99
12011906,8443.5,8444.25,8443.5,8444.25,54
12011907,8444.25,8444.25,8443.5,8443.75,41
12011908,8443.75,8444.25,8443.5,8443.75,15
12011909,8443.75,8444,8443.5,8443.75,28
12011910,8443.75,8444,8443.5,8443.75,62
12011911,8443.75,8443.75,8443.25,8443.25,34
12011912,8443.25,8443.5,8442.75,8443.0,57
12011913,8443,8444,8443.0,8444.0,21
12011914,8444,8444.25,8443.5,8443.5,56
12011915,8443.5,8444.75,8442.75,8443.25,113
12011916,8443.25,8443.5,8442.5,8443.5,72
12011917,8443.5,8444.25,8443.0,8443.75,72
12011918,8443.75,8445.5,8443.75,8444.25,95
12011919,8444.25,8444.5,8443.5,8444.5,75
12011920,8444.5,8444.5,8444.0,8444.25,71
12011921,8444.25,8444.25,8443.75,8444.0,32
12011922,8444,8444.5,8444.0,8444.5,32
12011923,8444.5,8444.75,8444.25,8444.25,13
12011924,8444.25,8445.25,8444.25,8444.75,57
12011925,8444.75,8445.5,8444.5,8445.5,84
12011926,8445.5,8446.75,8445.5,8446.75,62
12011927,8446.75,8447.5,8446.75,8447.0,97
12011928,8447,8447.25,8446.75,8446.75,38
12011929,8446.75,8446.75,8446.0,8446.25,34
12011930,8446.25,8446.25,8445.5,8445.75,129
12011931,8445.75,8445.75,8445.25,8445.5,39
12011932,8445.5,8446.25,8445.25,8446.0,54
12011933,8446,8446.25,8445.0,8445.25,80
12011934,8445.25,8446,8444.75,8446.0,70
12011935,8446,8446.5,8445.5,8446.5,73
12011936,8446.5,8447.25,8445.25,8445.25,100
12011937,8445.25,8445.75,8444.25,8444.75,93
12011938,8444.75,8444.75,8443.0,8443.0,92
12011939,8443,8443.5,8442.5,8443.0,80
12011940,8443,8444.5,8442.5,8443.0,98
12011941,8443,8444,8442.0,8443.75,75
12011942,8443.75,8445,8443.25,8443.75,64
12011943,8443.75,8443.75,8442.5,8442.75,48
12011944,8442.75,8443.5,8442.75,8443.5,29
12011945,8443.5,8446,8443.25,8445.25,121
12011946,8445.25,8446.5,8445.25,8445.75,82
12011947,8445.75,8447,8445.0,8446.5,103
12011948,8446.5,8447.25,8446.5,8446.75,63
12011949,8446.75,8447,8446.5,8446.5,59
12011950,8446.5,8447.25,8445.25,8445.5,99
12011951,8445.5,8446,8445.0,8446.0,47
12011952,8446,8446.75,8445.75,8446.25,45
12011953,8446.25,8446.5,8445.5,8446.0,49
12011954,8446,8446.75,8446.0,8446.5,33
12011955,8446.5,8446.5,8445.75,8446.0,39
12011956,8446,8446.25,8445.75,8445.75,32
12011957,8445.75,8446.25,8445.75,8446.0,13
12011958,8446,8446.75,8446.0,8446.75,29
12011959,8446.75,8446.75,8446.25,8446.25,21
12012000,8446.25,8446.75,8445.75,8446.0,81
12012001,8446,8446,8445.0,8445.25,46
12012002,8445.25,8446,8445.25,8445.5,31
12012003,8445.5,8445.5,8444.75,8445.0,23
12012004,8445,8445.25,8444.75,8445.0,52
12012005,8445,8446,8445.0,8445.25,58
12012006,8445.25,8446.25,8445.25,8446.0,24
12012007,8446,8446.25,8445.75,8446.25,8
12012008,8446.25,8446.25,8445.75,8445.75,19
12012009,8445.75,8446,8445.75,8446.0,21
12012010,8446,8446.25,8445.25,8446.0,34
12012011,8446,8446,8445.5,8445.5,17
12012012,8445.5,8445.75,8445.25,8445.75,9
12012013,8445.75,8445.75,8445.25,8445.5,27
12012014,8445.5,8445.75,8445.25,8445.5,24
12012015,8445.5,8445.75,8445.25,8445.75,26
12012016,8445.75,8446,8445.5,8445.5,8
12012017,8445.5,8445.75,8445.5,8445.5,18
12012018,8445.5,8445.75,8445.25,8445.75,14
12012019,8445.75,8446.75,8445.75,8446.25,32
12012020,8446.25,8446.5,8446.25,8446.25,28
12012021,8446.25,8446.5,8446.0,8446.0,37
12012022,8446,8446.5,8446.0,8446.25,19
12012023,8446.25,8446.25,8446.0,8446.25,16
12012024,8446.25,8447,8446.0,8446.75,37
12012025,8446.75,8446.75,8446.0,8446.25,41
12012026,8446.25,8447,8446.25,8446.5,50
12012027,8446.5,8448,8446.5,8447.5,71
12012028,8447.5,8448,8447.0,8447.0,63
12012029,8447,8448.5,8446.75,8448.0,123
12012030,8448,8448.75,8447.75,8448.5,80
12012031,8448.5,8448.5,8447.75,8447.75,130
12012032,8447.75,8448.25,8446.75,8447.0,100
12012033,8447,8447,8446.5,8446.75,27
12012034,8446.75,8447.25,8446.75,8447.0,19
12012035,8447,8447.75,8446.25,8447.0,76
12012036,8447,8447.25,8447.0,8447.25,13
12012037,8447.25,8447.25,8447.0,8447.0,10
12012038,8447,8447.5,8447.0,8447.25,39
12012039,8447.25,8448,8447.25,8448.0,59
12012040,8448,8448,8447.5,8447.5,11
12012041,8447.5,8448.75,8447.5,8448.5,87
12012042,8448.5,8449.5,8448.5,8449.25,140
12012043,8449.25,8452.75,8449.25,8451.25,555
12012044,8451.25,8451.75,8450.75,8450.75,92
12012045,8450.75,8451.75,8450.0,8451.5,132
12012046,8451.5,8452.5,8450.25,8450.75,118
12012047,8450.75,8450.75,8449.75,8450.75,62
12012048,8450.75,8451.25,8450.5,8451.0,28
12012049,8451,8451.75,8450.75,8451.0,40
12012050,8451,8451.5,8450.5,8450.5,46
12012051,8450.5,8450.75,8450.0,8450.0,46
12012052,8450,8450.25,8449.25,8449.5,59
12012053,8449.5,8449.75,8449.0,8449.0,59
12012054,8449,8449.25,8448.75,8449.0,57
12012055,8449,8449.5,8448.75,8449.0,29
12012056,8449,8449.5,8448.75,8449.25,36
12012057,8449.25,8449.25,8448.5,8448.5,24
12012058,8448.5,8449,8448.25,8448.25,32
12012059,8448.25,8448.5,8448.25,8448.5,36
12012100,8448.5,8449,8448.25,8448.75,49
12012101,8448.75,8449,8448.75,8449.0,27
12012102,8449,8449.5,8448.75,8449.5,19
12012103,8449.5,8449.75,8449.25,8449.25,12
12012104,8449.25,8450,8449.25,8449.75,26
12012105,8449.75,8450,8449.75,8449.75,32
12012106,8449.75,8449.75,8449.5,8449.75,12
12012107,8449.75,8449.75,8449.0,8449.0,40
12012108,8449,8449.5,8448.75,8449.5,18
12012109,8449.5,8449.5,8449.0,8449.0,38
12012110,8449,8449,8448.5,8448.75,15
12012111,8448.75,8449.5,8448.75,8449.0,35
12012112,8449,8449.25,8449.0,8449.25,46
12012113,8449.25,8449.5,8449.25,8449.5,42
12012114,8449.5,8449.5,8449.25,8449.5,7
12012115,8449.5,8449.5,8449.0,8449.25,23
12012116,8449.25,8449.25,8448.75,8449.0,7
12012117,8449,8449.25,8449.0,8449.25,13
12012118,8449.25,8450,8449.25,8450.0,22
12012119,8450,8450,8449.25,8449.75,34
12012120,8449.75,8450,8449.5,8449.5,17
12012121,8449.5,8449.75,8449.0,8449.25,20
12012122,8449.25,8449.5,8449.25,8449.5,10
12012123,8449.5,8449.5,8449.5,8449.5,5
12012124,8449.5,8449.75,8449.5,8449.75,3
12012125,8449.75,8450,8449.75,8449.75,37
12012126,8449.75,8450,8449.75,8449.75,13
12012127,8449.75,8450.5,8449.75,8450.5,20
12012128,8450.5,8450.5,8449.25,8449.75,18
12012129,8449.75,8450.25,8449.75,8450.25,19
12012130,8450.25,8450.5,8450.25,8450.25,27
12012131,8450.25,8450.25,8449.75,8449.75,55
12012132,8449.75,8449.75,8449.75,8449.75,4
12012133,8449.75,8449.75,8449.5,8449.5,24
12012134,8449.5,8449.5,8449.25,8449.5,12
12012135,8449.5,8449.5,8449.0,8449.25,27
12012136,8449.25,8449.25,8448.75,8449.0,32
12012137,8449,8449,8448.75,8448.75,21
12012138,8448.75,8448.75,8448.5,8448.75,14
12012139,8448.75,8448.75,8448.25,8448.5,42
12012140,8448.5,8448.5,8448.0,8448.25,41
12012141,8448.25,8448.5,8448.25,8448.5,29
12012142,8448.5,8448.5,8447.5,8447.75,91
12012143,8447.75,8448,8447.0,8447.5,68
12012144,8447.5,8449,8447.5,8448.5,85
12012145,8448.5,8448.75,8448.25,8448.75,17
12012146,8448.75,8448.75,8448.5,8448.5,10
12012147,8448.5,8449,8448.5,8449.0,66
12012148,8449,8450,8448.75,8449.75,53
12012149,8449.75,8450.5,8449.5,8450.25,57
12012150,8450.25,8450.5,8449.25,8449.25,45
12012151,8449.25,8449.5,8448.75,8449.25,39
12012152,8449.25,8449.25,8448.0,8448.25,30
12012153,8448.25,8449.25,8448.25,8449.25,56
12012154,8449.25,8450,8449.25,8450.0,15
12012155,8450,8450.25,8449.0,8449.25,38
12012156,8449.25,8449.5,8449.0,8449.0,9
12012157,8449,8449.5,8449.0,8449.25,20
12012158,8449.25,8449.25,8449.0,8449.25,17
12012159,8449.25,8450.5,8449.25,8449.75,90
12012200,8449.75,8450.25,8449.75,8449.75,49
12012201,8449.75,8450,8449.75,8449.75,21
12012202,8449.75,8449.75,8449.25,8449.25,20
12012203,8449.25,8449.25,8448.75,8448.75,30
12012204,8448.75,8449,8448.75,8449.0,5
12012205,8449,8449,8448.5,8448.75,18
12012206,8448.75,8449.5,8448.75,8449.25,33
12012207,8449.25,8449.25,8449.25,8449.25,1
12012208,8449.25,8449.5,8449.25,8449.25,9
12012209,8449.25,8449.5,8449.25,8449.5,5
12012210,8449.5,8450,8449.5,8450.0,29
12012211,8450,8450.25,8450.0,8450.0,17
12012212,8450,8450.5,8450.0,8450.25,16
12012213,8450.25,8450.25,8450.25,8450.25,15
12012214,8450.25,8450.75,8450.25,8450.5,70
12012215,8450.5,8450.5,8450.0,8450.5,47
12012216,8450.5,8451.25,8450.5,8451.0,50
12012217,8451,8452,8451.0,8452.0,123
12012218,8452,8452.5,8451.75,8451.75,100
12012219,8451.75,8452,8451.0,8451.0,81
12012220,8451,8451,8450.5,8450.5,47
12012221,8450.5,8450.75,8450.25,8450.75,19
12012222,8450.75,8451,8450.75,8450.75,4
12012223,8450.75,8451.75,8450.75,8451.75,54
12012224,8451.75,8452.5,8451.75,8452.0,64
12012225,8452,8452,8451.5,8452.0,65
12012226,8452,8452.25,8452.0,8452.0,13
12012227,8452,8452.25,8451.5,8451.5,79
12012228,8451.5,8451.5,8451.0,8451.0,44
12012229,8451,8451.25,8451.0,8451.0,12
12012230,8451,8451.5,8450.75,8451.25,172
12012231,8451.25,8451.5,8451.0,8451.5,198
12012232,8451.5,8451.5,8450.25,8450.5,42
12012233,8450.5,8451,8450.5,8451.0,119
12012234,8451,8451,8450.5,8450.75,179
12012235,8450.75,8451.5,8450.75,8451.25,84
12012236,8451.25,8451.75,8450.75,8450.75,130
12012237,8450.75,8450.75,8450.5,8450.5,13
12012238,8450.5,8451,8450.5,8451.0,8
12012239,8451,8451,8449.75,8450.0,93
12012240,8450,8450.25,8449.75,8450.25,31
12012241,8450.25,8450.25,8449.5,8449.5,18
12012242,8449.5,8449.75,8449.0,8449.75,92
12012243,8449.75,8450.5,8449.5,8450.25,110
12012244,8450.25,8450.25,8449.5,8449.75,84
12012245,8449.75,8450,8449.5,8449.5,95
12012246,8449.5,8449.5,8448.5,8448.75,52
12012247,8448.75,8449.75,8448.75,8449.5,51
12012248,8449.5,8449.75,8449.25,8449.25,50
12012249,8449.25,8449.25,8448.75,8449.0,19
12012250,8449,8449.5,8449.0,8449.5,31
12012251,8449.5,8449.5,8448.75,8448.75,47
12012252,8448.75,8449,8448.75,8449.0,14
12012253,8449,8449.25,8449.0,8449.0,5
12012254,8449,8449.25,8448.5,8448.75,28
12012255,8448.75,8448.75,8448.75,8448.75,12
12012256,8448.75,8449,8448.75,8449.0,17
12012257,8449,8449,8448.75,8449.0,97
12012258,8449,8449,8448.75,8448.75,134
12012259,8448.75,8449,8448.5,8448.75,91
12012300,8448.75,8449,8448.5,8448.75,93
12012301,8448.75,8449,8448.0,8448.0,62
12012302,8448,8448.75,8447.75,8448.75,36
12012303,8448.75,8448.75,8447.75,8448.5,90
12012304,8448.5,8449.25,8448.5,8448.75,76
12012305,8448.75,8449.25,8447.75,8447.75,54
12012306,8447.75,8447.75,8447.25,8447.5,48
12012307,8447.5,8448.25,8447.5,8448.0,187
12012308,8448,8448.25,8447.5,8448.0,82
12012309,8448,8448.25,8446.5,8446.5,152
12012310,8446.5,8446.75,8446.0,8446.25,89
12012311,8446.25,8447,8446.25,8447.0,88
12012312,8447,8447.25,8446.75,8447.25,14
12012313,8447.25,8448,8446.5,8447.0,72
12012314,8447,8447.75,8447.0,8447.5,31
12012315,8447.5,8447.75,8447.25,8447.75,44
12012316,8447.75,8447.75,8447.0,8447.5,29
12012317,8447.5,8447.5,8447.0,8447.25,15
12012318,8447.25,8447.5,8446.5,8446.75,62
12012319,8446.75,8447,8446.5,8447.0,30
12012320,8447,8447.25,8447.0,8447.0,7
12012321,8447,8447,8446.25,8446.75,32
12012322,8446.75,8446.75,8446.25,8446.25,13
12012323,8446.25,8446.25,8446.25,8446.25,12
12012324,8446.25,8446.75,8446.25,8446.75,10
12012325,8446.75,8446.75,8446.25,8446.5,21
12012326,8446.5,8446.5,8446.0,8446.5,16
12012327,8446.5,8446.5,8446.5,8446.5,8
12012328,8446.5,8447.25,8446.5,8446.5,62
12012329,8446.5,8447,8446.5,8446.75,17
12012330,8446.75,8447,8446.5,8446.75,27
12012331,8446.75,8447.75,8446.75,8447.5,228
12012332,8447.5,8448.25,8447.25,8448.0,256
12012333,8448,8448,8447.25,8447.75,23
12012334,8447.75,8447.75,8447.5,8447.75,3
12012335,8447.75,8447.75,8447.25,8447.25,9
12012336,8447.25,8447.5,8447.25,8447.25,11
12012337,8447.25,8447.25,8447.25,8447.25,5
12012338,8447.25,8448,8447.25,8447.75,20
12012339,8447.75,8448,8447.25,8447.5,15
12012340,8447.5,8447.5,8447.25,8447.25,11
12012341,8447.25,8447.5,8447.0,8447.0,28
12012342,8447,8447,8446.5,8446.75,13
12012343,8446.75,8447.25,8446.75,8447.25,11
12012344,8447.25,8447.75,8447.25,8447.75,17
12012345,8447.75,8449,8447.75,8448.75,54
12012346,8448.75,8448.75,8447.75,8448.0,25
12012347,8448,8448,8447.75,8447.75,8
12012348,8447.75,8448,8447.5,8448.0,24
12012349,8448,8448.25,8447.75,8448.0,12
12012350,8448,8448.5,8448.0,8448.25,14
12012351,8448.25,8449.25,8448.25,8448.75,66
12012352,8448.75,8449,8448.75,8448.75,202
12012353,8448.75,8449,8448.5,8448.75,175
12012354,8448.75,8449,8448.5,8448.75,111
12012355,8448.75,8448.75,8448.25,8448.5,60
12012356,8448.5,8448.5,8448.0,8448.5,30
12012357,8448.5,8448.75,8447.75,8448.0,53
12012358,8448,8448,8447.5,8447.75,90
12012359,8447.75,8448.5,8447.75,8448.25,25
12020000,8448.25,8448.5,8446.75,8446.75,76
12020001,8446.75,8447.25,8446.5,8447.0,29
12020002,8447,8447.25,8446.75,8447.25,13
12020003,8447.25,8447.75,8447.0,8447.75,76
12020004,8447.75,8448.25,8447.5,8448.0,47
12020005,8448,8448.25,8447.0,8447.0,31
12020006,8447,8447.5,8446.5,8447.5,234
12020007,8447.5,8447.75,8447.0,8447.5,78
12020008,8447.5,8447.5,8447.0,8447.0,59
12020009,8447,8447,8446.25,8446.5,196
12020010,8446.5,8446.75,8446.25,8446.75,209
12020011,8446.75,8447.25,8446.5,8446.75,272
12020012,8446.75,8447,8446.5,8447.0,46
12020013,8447,8447,8446.75,8446.75,171
12020014,8446.75,8447,8446.25,8446.5,149
12020015,8446.5,8446.75,8446.25,8446.25,142
12020016,8446.25,8446.25,8446.0,8446.0,24
12020017,8446,8446.75,8446.0,8446.5,39
12020018,8446.5,8446.5,8445.0,8445.75,134
12020019,8445.75,8445.75,8445.5,8445.5,46
12020020,8445.5,8445.5,8445.0,8445.25,10
12020021,8445.25,8445.5,8445.25,8445.5,11
12020022,8445.5,8446,8445.25,8445.75,16
12020023,8445.75,8445.75,8445.25,8445.75,12
12020024,8445.75,8445.75,8445.0,8445.0,14
12020025,8445,8445.25,8445.0,8445.25,18
12020026,8445.25,8445.75,8445.25,8445.75,5
12020027,8445.75,8445.75,8445.25,8445.5,18
12020028,8445.5,8445.5,8444.75,8445.5,38
12020029,8445.5,8445.5,8444.75,8445.0,88
12020030,8445,8445.5,8445.0,8445.0,269
12020031,8445,8445,8444.75,8444.75,13
12020032,8444.75,8445,8444.5,8444.75,18
12020033,8444.75,8444.75,8444.0,8444.25,21
12020034,8444.25,8444.75,8444.25,8444.5,16
12020035,8444.5,8444.75,8443.75,8444.5,166
12020036,8444.5,8444.75,8444.0,8444.0,56
12020037,8444,8444.25,8443.75,8444.0,58
12020038,8444,8444.25,8444.0,8444.25,6
12020039,8444.25,8444.75,8443.75,8444.75,30
12020040,8444.75,8444.75,8444.5,8444.5,8
12020041,8444.5,8444.75,8444.0,8444.75,4
12020042,8444.75,8444.75,8444.0,8444.75,10
12020043,8444.75,8445,8444.5,8444.5,11
12020044,8444.5,8444.5,8444.25,8444.5,7
12020045,8444.5,8444.5,8444.5,8444.5,1
12020046,8444.5,8444.75,8444.25,8444.75,27
12020047,8444.75,8444.75,8444.25,8444.5,5
12020048,8444.5,8444.5,8444.5,8444.5,2
12020049,8444.5,8445,8444.5,8444.75,98
12020050,8444.75,8444.75,8444.5,8444.5,43
12020051,8444.5,8444.75,8444.5,8444.75,105
12020052,8444.75,8445.25,8444.5,8444.75,45
12020053,8444.75,8444.75,8444.75,8444.75,7
12020054,8444.75,8444.75,8444.0,8444.25,31
12020055,8444.25,8444.5,8443.5,8444.0,85
12020056,8444,8444.25,8443.5,8444.25,31
12020057,8444.25,8444.5,8444.25,8444.25,56
12020058,8444.25,8444.75,8444.25,8444.75,19
12020059,8444.75,8444.75,8443.75,8444.0,101
12020100,8444,8444,8443.5,8443.75,307
12020101,8443.75,8444,8443.0,8443.25,148
12020102,8443.25,8443.75,8442.25,8442.75,151
12020103,8442.75,8443.25,8441.75,8443.0,67
12020104,8443,8443.75,8442.5,8442.5,46
12020105,8442.5,8443,8442.0,8442.5,73
12020106,8442.5,8442.5,8442.0,8442.25,48
12020107,8442.25,8442.25,8441.75,8442.0,53
12020108,8442,8442,8441.5,8441.75,40
12020109,8441.75,8442,8441.75,8441.75,9
12020110,8441.75,8442,8441.25,8441.75,59
12020111,8441.75,8441.75,8441.25,8441.75,29
12020112,8441.75,8442.5,8441.75,8442.0,174
12020113,8442,8442,8441.5,8441.5,186
12020114,8441.5,8441.75,8441.25,8441.25,39
12020115,8441.25,8441.5,8441.0,8441.25,53
12020116,8441.25,8441.25,8440.75,8441.0,23
12020117,8441,8441.5,8440.75,8441.5,49
12020118,8441.5,8442.5,8441.5,8442.5,63
12020119,8442.5,8442.75,8442.25,8442.5,34
12020120,8442.5,8442.75,8442.25,8442.25,62
12020121,8442.25,8443.5,8442.25,8443.25,33
12020122,8443.25,8443.5,8442.75,8442.75,63
12020123,8442.75,8442.75,8442.25,8442.5,59
12020124,8442.5,8442.5,8439.25,8440.0,186
12020125,8440,8440.25,8439.0,8439.0,131
12020126,8439,8439.5,8438.75,8438.75,41
12020127,8438.75,8440.5,8438.75,8439.75,84
12020128,8439.75,8439.75,8438.25,8438.25,49
12020129,8438.25,8438.5,8438.0,8438.25,48
12020130,8438.25,8438.5,8437.0,8438.5,95
12020131,8438.5,8438.5,8437.75,8438.0,37
12020132,8438,8438.5,8437.0,8437.5,230
12020133,8437.5,8437.75,8437.0,8437.25,101
12020134,8437.25,8438.25,8437.25,8437.5,62
12020135,8437.5,8437.75,8437.25,8437.5,210
12020136,8437.5,8437.5,8437.0,8437.5,137
12020137,8437.5,8437.75,8437.0,8437.5,69
12020138,8437.5,8438.25,8437.0,8437.5,98
12020139,8437.5,8437.75,8436.5,8436.5,114
12020140,8436.5,8437.25,8436.5,8437.0,77
12020141,8437,8437,8436.25,8436.25,57
12020142,8436.25,8439,8436.25,8439.0,161
12020143,8439,8439.25,8438.25,8438.5,90
12020144,8438.5,8439.25,8438.25,8438.5,27
12020145,8438.5,8438.5,8437.5,8438.0,75
12020146,8438,8438,8437.25,8437.75,378
12020147,8437.75,8437.75,8437.5,8437.75,126
12020148,8437.75,8437.75,8437.5,8437.5,90
12020149,8437.5,8438,8437.5,8437.75,71
12020150,8437.75,8437.75,8436.75,8437.0,32
12020151,8437,8437,8436.25,8437.0,204
12020152,8437,8438.25,8436.5,8436.75,102
12020153,8436.75,8437.75,8436.25,8437.75,45
12020154,8437.75,8438,8437.25,8438.0,144
12020155,8438,8438.5,8437.75,8438.5,93
12020156,8438.5,8439,8438.0,8438.25,73
12020157,8438.25,8439,8438.25,8439.0,47
12020158,8439,8439,8438.0,8438.0,53
12020159,8438,8438.5,8437.5,8438.5,166
12020200,8438.5,8438.75,8435.75,8438.75,465
12020201,8438.75,8442,8438.25,8441.75,219
12020202,8441.75,8442.5,8441.25,8441.5,114
12020203,8441.5,8444,8441.5,8442.25,189
12020204,8442.25,8443.75,8442.25,8443.75,153
12020205,8443.75,8443.75,8442.75,8443.75,177
12020206,8443.75,8445,8443.75,8445.0,160
12020207,8445,8445.75,8444.0,8445.0,231
12020208,8445,8445,8443.5,8444.0,103
12020209,8444,8444.25,8442.25,8443.25,116
12020210,8443.25,8443.75,8441.75,8442.0,135
12020211,8442,8442.25,8441.0,8441.5,130
12020212,8441.5,8441.5,8440.5,8441.25,80
12020213,8441.25,8442.25,8441.0,8442.0,87
12020214,8442,8443.25,8441.5,8443.0,94
12020215,8443,8445,8443.0,8444.0,143
12020216,8444,8444.75,8443.75,8443.75,138
12020217,8443.75,8444.25,8443.0,8443.75,98
12020218,8443.75,8443.75,8442.25,8443.0,147
