,0,0,0.0,0.0,0
12050327,8307.25,8307.5,8307.0,8307.0,29
12050328,8307,8307.75,8307.0,8307.75,19
12050329,8307.75,8308.75,8307.25,8307.75,50
12050330,8307.75,8311.5,8306.75,8311.0,210
12050331,8311,8311,8309.0,8309.0,45
12050332,8309,8310.25,8308.25,8310.0,60
12050333,8310,8311.25,8309.5,8311.0,83
12050334,8311,8311.5,8310.25,8310.25,54
12050335,8310.25,8311.25,8310.0,8310.25,53
12050336,8310.25,8311,8310.25,8311.0,19
12050337,8311,8311,8310.25,8310.25,47
12050338,8310.25,8312.25,8310.0,8311.0,115
12050339,8311,8311.75,8310.5,8310.75,51
12050340,8310.75,8311.25,8310.25,8311.0,51
12050341,8311,8311.5,8310.75,8311.0,22
12050342,8311,8311.75,8310.5,8311.5,38
12050343,8311.5,8311.5,8310.25,8310.75,24
12050344,8310.75,8312.75,8310.75,8312.75,71
12050345,8312.75,8312.75,8311.5,8312.5,77
12050346,8312.5,8312.75,8311.5,8312.5,44
12050347,8312.5,8312.5,8312.0,8312.25,22
12050348,8312.25,8314,8312.25,8314.0,93
12050349,8314,8314.5,8313.5,8314.0,42
12050350,8314,8315.5,8314.0,8315.25,77
12050351,8315.25,8315.25,8314.5,8315.0,60
12050352,8315,8316.75,8314.25,8315.75,116
12050353,8315.75,8316.75,8315.75,8316.5,56
12050354,8316.5,8317.75,8316.5,8317.25,99
12050355,8317.25,8319,8317.25,8318.25,168
12050356,8318.25,8319.75,8318.25,8318.75,83
12050357,8318.75,8319,8316.5,8317.75,136
12050358,8317.75,8319.5,8317.5,8319.0,125
12050359,8319,8319.75,8318.5,8318.5,132
12050400,8318.5,8318.5,8316.5,8317.0,134
12050401,8317,8319.5,8316.5,8319.25,112
12050402,8319.25,8319.75,8317.25,8317.5,111
12050403,8317.5,8317.5,8316.75,8317.25,43
12050404,8317.25,8317.25,8315.5,8316.0,143
12050405,8316,8317.75,8316.0,8317.75,104
12050406,8317.75,8317.75,8317.25,8317.75,18
12050407,8317.75,8318.25,8317.25,8317.75,55
12050408,8317.75,8318.25,8317.25,8317.75,36
12050409,8317.75,8317.75,8317.25,8317.25,49
12050410,8317.25,8317.75,8316.75,8317.25,46
12050411,8317.25,8317.25,8316.25,8316.5,44
12050412,8316.5,8317,8315.75,8316.25,46
12050413,8316.25,8317,8316.0,8316.5,41
12050414,8316.5,8316.75,8315.75,8316.5,40
12050415,8316.5,8317,8316.25,8317.0,45
12050416,8317,8317,8316.5,8317.0,102
12050417,8317,8317,8316.0,8316.0,44
12050418,8316,8317.25,8315.75,8317.25,44
12050419,8317.25,8317.25,8316.0,8316.0,26
12050420,8316,8317.5,8315.5,8317.5,115
12050421,8317.5,8318,8316.0,8316.25,38
12050422,8316.25,8316.25,8315.75,8316.25,31
12050423,8316.25,8316.75,8316.0,8316.25,40
12050424,8316.25,8316.25,8315.0,8315.5,93
12050425,8315.5,8316.5,8315.5,8316.25,38
12050426,8316.25,8318.25,8316.25,8318.0,103
12050427,8318,8318,8316.75,8317.25,44
12050428,8317.25,8317.25,8316.5,8317.25,39
12050429,8317.25,8317.75,8317.0,8317.75,35
12050430,8317.75,8321.75,8317.75,8320.0,200
12050431,8320,8321.5,8319.0,8321.25,157
12050432,8321.25,8330.25,8321.25,8328.75,1208
12050433,8328.75,8336.5,8328.75,8332.75,902
12050434,8332.75,8337.25,8331.5,8336.5,389
12050435,8336.5,8338.75,8334.75,8336.0,357
12050436,8336,8337,8334.25,8334.25,165
12050437,8334.25,8336.25,8333.5,8336.25,207
12050438,8336.25,8336.25,8333.75,8334.0,112
12050439,8334,8334,8332.0,8332.25,147
12050440,8332.25,8333,8332.0,8332.5,126
12050441,8332.5,8333.75,8332.0,8333.5,173
12050442,8333.5,8334.25,8332.5,8332.75,105
12050443,8332.75,8334,8332.75,8333.0,88
12050444,8333,8333.25,8332.25,8332.25,65
12050445,8332.25,8332.75,8331.5,8332.0,72
12050446,8332,8332.25,8329.5,8329.75,222
12050447,8329.75,8331.75,8329.25,8331.5,231
12050448,8331.5,8332.25,8331.0,8331.5,62
12050449,8331.5,8331.75,8330.25,8330.5,68
12050450,8330.5,8331,8329.5,8330.0,63
12050451,8330,8330.5,8329.0,8330.5,206
12050452,8330.5,8330.5,8329.5,8329.75,76
12050453,8329.75,8330.5,8329.25,8329.75,76
12050454,8329.75,8330.25,8329.0,8330.0,68
12050455,8330,8330,8329.0,8329.25,37
12050456,8329.25,8329.75,8329.25,8329.75,24
12050457,8329.75,8330,8329.25,8330.0,49
12050458,8330,8331,8329.5,8331.0,122
12050459,8331,8331.25,8330.0,8330.25,43
12050500,8330.25,8331,8330.0,8331.0,63
12050501,8331,8331.5,8330.25,8331.25,145
12050502,8331.25,8331.25,8327.5,8328.5,214
12050503,8328.5,8330.5,8328.5,8330.0,84
12050504,8330,8331.5,8329.5,8331.5,65
12050505,8331.5,8334,8331.5,8333.5,240
12050506,8333.5,8335,8333.25,8335.0,157
12050507,8335,8336,8333.0,8333.25,155
12050508,8333.25,8335.75,8333.0,8334.75,81
12050509,8334.75,8335.25,8334.5,8335.0,52
12050510,8335,8338,8335.0,8337.25,244
12050511,8337.25,8337.75,8337.0,8337.5,83
12050512,8337.5,8337.75,8336.5,8336.5,52
12050513,8336.5,8337.25,8335.25,8336.5,88
12050514,8336.5,8336.5,8335.0,8335.0,58
12050515,8335,8337,8335.0,8336.25,83
12050516,8336.25,8337.25,8334.0,8334.75,151
12050517,8334.75,8335,8333.25,8334.25,61
12050518,8334.25,8335.75,8334.0,8334.5,99
12050519,8334.5,8335,8334.0,8334.0,45
12050520,8334,8335,8333.5,8334.0,60
12050521,8334,8335,8334.0,8334.75,34
12050522,8334.75,8335.25,8334.5,8334.75,36
12050523,8334.75,8335.25,8334.75,8335.25,36
12050524,8335.25,8336.5,8335.25,8336.25,54
12050525,8336.25,8339.5,8336.25,8339.5,183
12050526,8339.5,8340,8337.25,8338.0,326
12050527,8338,8339.5,8337.75,8338.0,95
12050528,8338,8339,8338.0,8338.25,60
12050529,8338.25,8338.25,8337.25,8337.25,35
12050530,8337.25,8337.25,8335.75,8337.25,100
12050531,8337.25,8337.25,8335.75,8336.0,53
12050532,8336,8337,8335.75,8336.5,38
12050533,8336.5,8338,8336.5,8338.0,38
12050534,8338,8338.25,8337.5,8337.75,40
12050535,8337.75,8338.25,8337.25,8337.75,56
12050536,8337.75,8338,8337.25,8337.5,44
12050537,8337.5,8337.75,8336.5,8336.75,50
12050538,8336.75,8337.5,8336.75,8337.0,37
12050539,8337,8337.75,8337.0,8337.5,40
12050540,8337.5,8339.5,8337.5,8339.0,166
12050541,8339,8340,8338.5,8339.25,114
12050542,8339.25,8339.25,8338.25,8338.75,64
12050543,8338.75,8339.5,8337.25,8337.25,168
12050544,8337.25,8338,8337.0,8337.75,47
12050545,8337.75,8337.75,8335.5,8335.75,138
12050546,8335.75,8336,8333.5,8334.25,131
12050547,8334.25,8335,8334.0,8334.0,102
12050548,8334,8335.25,8333.75,8335.0,75
12050549,8335,8335.5,8334.25,8334.5,81
12050550,8334.5,8335.5,8334.0,8335.25,95
12050551,8335.25,8336,8334.75,8335.0,87
12050552,8335,8335,8332.75,8334.0,219
12050553,8334,8334.5,8333.5,8333.75,84
12050554,8333.75,8334.75,8333.75,8334.25,93
12050555,8334.25,8334.5,8333.5,8334.0,83
12050556,8334,8334.5,8333.75,8333.75,57
12050557,8333.75,8333.75,8332.5,8332.75,84
12050558,8332.75,8333.25,8332.5,8333.0,40
12050559,8333,8333.75,8332.5,8333.25,61
12050600,8333.25,8333.25,8330.75,8332.5,202
12050601,8332.5,8332.75,8331.25,8331.5,64
12050602,8331.5,8332,8331.0,8332.0,71
12050603,8332,8333,8331.5,8332.75,128
12050604,8332.75,8335,8332.75,8334.5,170
12050605,8334.5,8336,8334.25,8335.5,153
12050606,8335.5,8337.25,8335.0,8335.5,138
12050607,8335.5,8335.75,8334.75,8335.0,29
12050608,8335,8336.25,8335.0,8335.5,36
12050609,8335.5,8336,8335.0,8335.5,33
12050610,8335.5,8336.25,8335.25,8336.25,61
12050611,8336.25,8336.25,8335.5,8336.0,49
12050612,8336,8337,8333.0,8333.25,97
12050613,8333.25,8334.25,8333.25,8334.0,59
12050614,8334,8334,8331.75,8332.75,113
12050615,8332.75,8333,8332.25,8332.25,69
12050616,8332.25,8333,8332.25,8332.75,21
12050617,8332.75,8333,8332.5,8332.75,55
12050618,8332.75,8332.75,8331.5,8332.25,101
12050619,8332.25,8332.75,8331.0,8331.25,118
12050620,8331.25,8332.75,8330.75,8331.75,206
12050621,8331.75,8332.25,8331.5,8332.0,28
12050622,8332,8332.25,8331.75,8332.0,20
12050623,8332,8333.25,8331.5,8332.5,123
12050624,8332.5,8333.25,8332.5,8333.0,20
12050625,8333,8333.25,8332.0,8332.0,57
12050626,8332,8332.25,8331.75,8332.0,16
12050627,8332,8332,8330.5,8330.5,86
12050628,8330.5,8331.75,8329.75,8331.25,132
12050629,8331.25,8332.25,8331.25,8332.25,41
12050630,8332.25,8332.5,8329.5,8330.5,161
12050631,8330.5,8330.75,8330.25,8330.5,51
12050632,8330.5,8332,8330.25,8331.75,118
12050633,8331.75,8332.25,8330.75,8331.25,82
12050634,8331.25,8331.25,8328.75,8329.5,149
12050635,8329.5,8329.75,8328.0,8329.0,175
12050636,8329,8329,8326.5,8327.5,260
12050637,8327.5,8328,8327.0,8327.0,94
12050638,8327,8329.25,8327.0,8328.5,220
12050639,8328.5,8329,8328.5,8328.75,80
12050640,8328.75,8328.75,8327.75,8328.25,68
12050641,8328.25,8328.75,8328.0,8328.0,44
12050642,8328,8328,8327.0,8327.25,68
12050643,8327.25,8328.25,8327.25,8327.25,54
12050644,8327.25,8328.25,8327.25,8327.75,59
12050645,8327.75,8328,8327.5,8328.0,30
12050646,8328,8328,8327.25,8327.75,41
12050647,8327.75,8328,8327.75,8327.75,40
12050648,8327.75,8328.5,8326.5,8327.0,134
12050649,8327,8327.75,8326.75,8327.5,33
12050650,8327.5,8329.25,8327.5,8329.0,76
12050651,8329,8329,8328.5,8329.0,42
12050652,8329,8330.75,8329.0,8329.75,105
12050653,8329.75,8330.75,8329.75,8330.5,73
12050654,8330.5,8330.5,8328.75,8329.25,112
12050655,8329.25,8329.75,8329.0,8329.0,37
12050656,8329,8329.5,8328.75,8329.5,23
12050657,8329.5,8330,8329.5,8329.5,12
12050658,8329.5,8331.75,8329.5,8330.25,98
12050659,8330.25,8330.5,8330.0,8330.0,41
12050700,8330,8331.75,8330.0,8331.0,71
12050701,8331,8331.25,8328.5,8328.75,112
12050702,8328.75,8330,8328.5,8328.5,117
12050703,8328.5,8329,8325.5,8325.75,200
12050704,8325.75,8326,8323.0,8323.75,343
12050705,8323.75,8324.25,8322.0,8323.0,203
12050706,8323,8323.5,8320.25,8321.75,429
12050707,8321.75,8321.75,8319.25,8319.75,408
12050708,8319.75,8321.25,8319.5,8320.75,205
12050709,8320.75,8321.75,8320.25,8321.5,139
12050710,8321.5,8323.75,8321.5,8323.75,291
12050711,8323.75,8325.25,8323.5,8324.5,209
12050712,8324.5,8325.25,8324.25,8324.75,98
12050713,8324.75,8324.75,8322.25,8322.25,233
12050714,8322.25,8323.25,8322.0,8323.25,97
12050715,8323.25,8324.5,8323.0,8323.0,158
12050716,8323,8323.75,8323.0,8323.5,82
12050717,8323.5,8324.25,8323.0,8323.75,71
12050718,8323.75,8325.25,8323.25,8324.0,215
12050719,8324,8325.5,8324.0,8324.75,116
12050720,8324.75,8329.5,8324.75,8328.0,453
12050721,8328,8329,8326.25,8326.75,157
12050722,8326.75,8328.5,8326.75,8328.5,108
12050723,8328.5,8329.75,8328.5,8329.0,164
12050724,8329,8331,8329.0,8330.0,236
12050725,8330,8334.75,8330.0,8333.25,424
12050726,8333.25,8333.75,8331.0,8331.0,410
12050727,8331,8331.25,8330.0,8330.5,161
12050728,8330.5,8331.5,8329.5,8331.5,109
12050729,8331.5,8332.5,8331.5,8331.75,101
12050730,8331.75,8334.75,8330.5,8330.5,359
12050731,8330.5,8331.5,8329.25,8329.75,128
12050732,8329.75,8330.25,8328.5,8329.5,141
12050733,8329.5,8331,8329.5,8330.25,76
12050734,8330.25,8330.25,8326.75,8327.25,193
12050735,8327.25,8328,8326.75,8327.75,135
12050736,8327.75,8328.5,8327.0,8328.5,50
12050737,8328.5,8328.75,8326.5,8326.75,83
12050738,8326.75,8328,8325.75,8326.0,327
12050739,8326,8327.25,8325.0,8325.5,376
12050740,8325.5,8326,8325.0,8325.25,223
12050741,8325.25,8325.75,8324.5,8325.25,183
12050742,8325.25,8327.5,8324.25,8327.5,253
12050743,8327.5,8328,8326.25,8327.75,166
12050744,8327.75,8329.75,8327.75,8328.25,143
12050745,8328.25,8330.75,8327.0,8330.75,230
12050746,8330.75,8331,8328.0,8328.75,168
12050747,8328.75,8329,8327.5,8327.75,71
12050748,8327.75,8327.75,8325.0,8325.75,177
12050749,8325.75,8327.25,8325.25,8327.0,147
12050750,8327,8328.75,8326.25,8328.25,235
12050751,8328.25,8329.25,8327.25,8327.25,117
12050752,8327.25,8328.25,8326.75,8328.0,60
12050753,8328,8328.5,8325.75,8326.0,106
12050754,8326,8326.5,8324.25,8324.25,172
12050755,8324.25,8325.5,8324.0,8325.5,137
12050756,8325.5,8326.25,8325.25,8325.75,106
12050757,8325.75,8326.75,8324.75,8325.25,202
12050758,8325.25,8326,8324.5,8325.75,96
12050759,8325.75,8327.25,8325.0,8326.75,92
12050800,8326.75,8327,8323.25,8324.75,240
12050801,8324.75,8325.5,8324.0,8324.25,122
12050802,8324.25,8324.75,8323.5,8324.0,102
12050803,8324,8324,8321.25,8323.25,357
12050804,8323.25,8325,8322.75,8325.0,91
12050805,8325,8325,8324.0,8324.25,88
12050806,8324.25,8325.5,8324.25,8325.0,85
12050807,8325,8326,8324.25,8325.25,75
12050808,8325.25,8325.5,8324.0,8324.5,88
12050809,8324.5,8324.75,8323.75,8324.75,66
12050810,8324.75,8325,8321.75,8324.5,230
12050811,8324.5,8325,8323.5,8324.25,86
12050812,8324.25,8325,8323.75,8324.25,63
12050813,8324.25,8324.25,8322.5,8322.5,89
12050814,8322.5,8323.75,8322.0,8322.25,109
12050815,8322.25,8323.75,8321.75,8323.5,121
12050816,8323.5,8324.5,8323.5,8323.75,85
12050817,8323.75,8325,8323.5,8325.0,77
12050818,8325,8325.5,8324.25,8325.0,98
12050819,8325,8325,8324.25,8324.75,62
12050820,8324.75,8325,8324.25,8324.5,58
12050821,8324.5,8324.75,8324.0,8324.25,61
12050822,8324.25,8324.75,8322.5,8322.75,188
12050823,8322.75,8323.5,8322.25,8322.75,109
12050824,8322.75,8324.5,8322.75,8324.0,66
12050825,8324,8324.5,8324.0,8324.5,56
12050826,8324.5,8324.75,8322.5,8322.5,104
12050827,8322.5,8323,8321.5,8322.5,262
12050828,8322.5,8324.75,8322.5,8324.25,348
12050829,8324.25,8327.25,8323.25,8327.0,566
12050830,8327,8327.25,8307.0,8312.25,6302
12050831,8312.25,8314.5,8307.5,8309.5,2690
12050832,8309.5,8311.25,8303.75,8309.75,2628
12050833,8309.75,8314.5,8305.75,8313.75,2127
12050834,8313.75,8314.75,8311.0,8313.5,1662
12050835,8313.5,8316.25,8311.5,8313.75,1853
12050836,8313.75,8320,8313.25,8319.25,1963
12050837,8319.25,8319.75,8314.0,8315.5,1567
12050838,8315.5,8316,8310.25,8311.5,1182
12050839,8311.5,8314.25,8311.5,8311.75,1023
12050840,8311.75,8312.25,8308.5,8311.0,1379
12050841,8311,8311.5,8307.25,8309.25,1499
12050842,8309.25,8313.25,8308.25,8312.5,1402
12050843,8312.5,8319.5,8312.25,8316.75,1743
12050844,8316.75,8317,8314.0,8315.5,884
12050845,8315.5,8319.75,8315.0,8318.0,1221
12050846,8318,8320.5,8318.0,8318.25,1144
12050847,8318.25,8321.25,8318.25,8319.75,925
12050848,8319.75,8321.25,8316.0,8316.5,1185
12050849,8316.5,8317,8313.5,8314.25,1281
12050850,8314.25,8315.5,8310.5,8311.0,1561
12050851,8311,8312.5,8308.5,8310.75,1294
12050852,8310.75,8314,8310.0,8313.25,1135
12050853,8313.25,8315.5,8313.25,8313.75,657
12050854,8313.75,8315,8313.25,8314.5,504
12050855,8314.5,8317.25,8313.0,8316.75,745
12050856,8316.75,8317.25,8312.75,8313.0,687
12050857,8313,8314,8309.5,8309.75,948
12050858,8309.75,8311,8303.5,8305.0,1958
12050859,8305,8307.75,8302.75,8306.75,1111
12050900,8306.75,8307,8297.25,8302.5,2783
12050901,8302.5,8306.5,8302.25,8304.5,1758
12050902,8304.5,8306,8302.75,8302.75,862
12050903,8302.75,8305.25,8300.75,8304.5,1078
12050904,8304.5,8307.25,8303.5,8303.75,977
12050905,8303.75,8303.75,8297.75,8299.5,1799
12050906,8299.5,8301.75,8292.0,8296.25,2542
12050907,8296.25,8298,8294.0,8296.25,1356
12050908,8296.25,8296.5,8287.25,8288.25,2613
12050909,8288.25,8288.25,8277.5,8280.5,3250
12050910,8280.5,8283.5,8278.0,8281.5,2106
12050911,8281.5,8282.5,8279.25,8280.5,1595
12050912,8280.5,8282,8279.0,8281.25,1143
12050913,8281.25,8281.25,8273.25,8277.0,2489
12050914,8277,8277.5,8274.25,8276.0,1051
12050915,8276,8281.5,8273.75,8281.0,1454
12050916,8281,8285.25,8280.25,8283.5,1594
12050917,8283.5,8288,8282.25,8285.75,1868
12050918,8285.75,8289,8283.75,8287.75,1371
12050919,8287.75,8288.25,8285.25,8285.5,991
12050920,8285.5,8287.5,8284.0,8287.0,945
12050921,8287,8287.5,8285.0,8286.0,775
12050922,8286,8286.5,8282.5,8283.75,1032
12050923,8283.75,8287.75,8282.75,8286.5,849
12050924,8286.5,8289,8285.0,8289.0,644
12050925,8289,8289,8284.75,8285.5,804
12050926,8285.5,8286,8283.0,8283.25,1138
12050927,8283.25,8284.75,8280.25,8282.5,986
12050928,8282.5,8288.5,8282.0,8287.5,741
12050929,8287.5,8290.5,8287.0,8290.5,897
12050930,8290.5,8291.75,8287.5,8290.5,1054
12050931,8290.5,8295,8290.0,8294.75,1631
12050932,8294.75,8296.75,8294.5,8295.25,1739
12050933,8295.25,8295.75,8294.0,8294.75,647
12050934,8294.75,8296,8294.25,8294.5,544
12050935,8294.5,8294.75,8290.0,8292.5,1280
12050936,8292.5,8293.75,8291.25,8293.75,531
12050937,8293.75,8295.75,8293.25,8294.0,699
12050938,8294,8294.25,8291.25,8293.75,629
12050939,8293.75,8295.75,8288.75,8288.75,964
12050940,8288.75,8293,8288.5,8292.75,1004
12050941,8292.75,8295.75,8290.0,8290.5,983
12050942,8290.5,8290.5,8285.25,8286.5,1435
12050943,8286.5,8288.25,8286.0,8287.25,608
12050944,8287.25,8288.25,8285.75,8288.25,585
12050945,8288.25,8293.25,8288.0,8291.5,1564
12050946,8291.5,8292.25,8286.25,8289.75,810
12050947,8289.75,8290.25,8287.5,8290.0,516
12050948,8290,8291.75,8289.0,8290.75,419
12050949,8290.75,8293.75,8290.0,8293.5,794
12050950,8293.5,8296.5,8293.0,8294.0,1041
12050951,8294,8294.25,8290.0,8294.25,893
12050952,8294.25,8298.25,8294.0,8296.25,1175
12050953,8296.25,8296.5,8294.0,8295.75,551
12050954,8295.75,8296.5,8294.75,8295.0,335
12050955,8295,8295.75,8290.25,8292.75,883
12050956,8292.75,8293.25,8289.25,8290.75,663
12050957,8290.75,8296,8290.75,8294.75,625
12050958,8294.75,8296.25,8292.75,8293.75,512
12050959,8293.75,8296,8291.5,8292.75,616
12051000,8292.75,8293,8290.5,8292.75,644
12051001,8292.75,8296,8291.25,8294.25,666
12051002,8294.25,8294.5,8286.25,8289.25,1593
12051003,8289.25,8289.75,8284.25,8284.5,1120
12051004,8284.5,8287.25,8284.5,8286.25,877
12051005,8286.25,8289.75,8285.5,8286.5,895
12051006,8286.5,8288.25,8285.5,8286.5,588
12051007,8286.5,8289.75,8285.75,8289.25,487
12051008,8289.25,8295,8289.25,8293.0,1045
12051009,8293,8296,8293.0,8295.25,842
12051010,8295.25,8296.5,8293.5,8293.75,494
12051011,8293.75,8295.75,8293.25,8293.75,503
12051012,8293.75,8293.75,8288.25,8293.25,1263
12051013,8293.25,8294.75,8291.75,8294.0,591
12051014,8294,8294.25,8293.0,8293.5,373
12051015,8293.5,8295.25,8292.25,8295.0,515
12051016,8295,8299.25,8294.75,8297.5,1465
12051017,8297.5,8298.25,8296.5,8296.75,438
12051018,8296.75,8299.25,8296.75,8298.75,625
12051019,8298.75,8299.5,8297.75,8299.0,712
12051020,8299,8300.5,8297.5,8299.5,659
12051021,8299.5,8299.5,8294.5,8296.0,756
12051022,8296,8296,8292.0,8293.5,820
12051023,8293.5,8294.25,8291.75,8292.5,386
12051024,8292.5,8293.5,8290.5,8291.0,761
12051025,8291,8291,8287.75,8290.75,883
12051026,8290.75,8291.75,8289.25,8291.5,582
12051027,8291.5,8292.5,8289.5,8291.75,464
12051028,8291.75,8295.25,8291.0,8293.75,1388
12051029,8293.75,8295,8292.75,8294.25,573
12051030,8294.25,8296.5,8292.0,8292.75,837
12051031,8292.75,8294.75,8291.75,8293.0,533
12051032,8293,8294.25,8290.75,8291.25,470
12051033,8291.25,8293.5,8288.75,8291.0,733
12051034,8291,8293.5,8288.75,8289.0,641
12051035,8289,8291.75,8284.75,8285.25,1509
12051036,8285.25,8286.5,8283.0,8284.25,995
12051037,8284.25,8286.75,8283.75,8284.0,577
12051038,8284,8285.5,8283.0,8285.25,384
12051039,8285.25,8289.5,8285.25,8288.25,553
12051040,8288.25,8290,8288.0,8289.0,357
12051041,8289,8290.5,8288.5,8289.75,417
12051042,8289.75,8290.5,8289.0,8289.75,357
12051043,8289.75,8290.5,8286.75,8290.25,513
12051044,8290.25,8291.75,8288.25,8291.0,491
12051045,8291,8292,8289.25,8289.5,422
12051046,8289.5,8290.75,8287.25,8288.75,400
12051047,8288.75,8292.5,8288.75,8291.0,567
12051048,8291,8291.25,8288.25,8289.5,529
12051049,8289.5,8293.25,8289.5,8292.75,626
12051050,8292.75,8294.75,8292.5,8294.25,645
12051051,8294.25,8294.75,8292.5,8294.25,414
12051052,8294.25,8294.5,8292.25,8293.25,215
12051053,8293.25,8293.5,8292.0,8292.0,304
12051054,8292,8292.5,8290.5,8292.0,389
12051055,8292,8294.25,8291.5,8293.25,421
12051056,8293.25,8294,8292.5,8293.0,255
12051057,8293,8294.25,8292.75,8294.25,264
12051058,8294.25,8294.25,8291.5,8292.5,349
12051059,8292.5,8294,8292.25,8293.25,330
12051100,8293.25,8294.5,8292.25,8293.75,262
12051101,8293.75,8297.75,8293.75,8295.5,773
12051102,8295.5,8296,8294.5,8295.75,816
12051103,8295.75,8297.5,8295.5,8295.5,452
12051104,8295.5,8295.75,8294.25,8295.0,266
12051105,8295,8296.5,8294.75,8296.0,288
12051106,8296,8296.75,8295.75,8295.75,256
12051107,8295.75,8296.5,8294.5,8296.25,449
12051108,8296.25,8296.75,8294.75,8294.75,266
12051109,8294.75,8296.5,8294.75,8295.75,361
12051110,8295.75,8296.75,8295.5,8296.25,369
12051111,8296.25,8298,8293.75,8295.75,1062
12051112,8295.75,8296.25,8294.0,8294.5,334
12051113,8294.5,8294.5,8293.0,8293.0,382
12051114,8293,8293.75,8292.5,8293.75,269
12051115,8293.75,8294.75,8293.25,8293.5,190
12051116,8293.5,8293.5,8291.0,8291.75,455
12051117,8291.75,8293.5,8291.75,8293.5,215
12051118,8293.5,8294.5,8293.0,8293.0,225
12051119,8293,8293.5,8292.25,8292.25,262
12051120,8292.25,8293.25,8291.0,8291.5,334
12051121,8291.5,8292.5,8291.0,8291.25,203
12051122,8291.25,8292.25,8290.5,8291.0,263
12051123,8291,8291.25,8288.75,8289.0,444
12051124,8289,8289.5,8288.5,8288.75,353
12051125,8288.75,8290.75,8287.75,8290.5,475
12051126,8290.5,8291,8289.75,8290.75,309
12051127,8290.75,8291.75,8290.5,8290.5,289
12051128,8290.5,8291,8290.25,8290.75,187
12051129,8290.75,8292.25,8290.75,8292.0,217
12051130,8292,8293,8289.25,8290.25,388
12051131,8290.25,8290.25,8287.5,8288.0,421
12051132,8288,8288.75,8285.5,8286.5,566
12051133,8286.5,8288,8286.0,8287.0,302
12051134,8287,8287.5,8285.0,8287.25,504
12051135,8287.25,8287.5,8285.5,8286.75,285
12051136,8286.75,8287.75,8286.0,8287.25,198
12051137,8287.25,8287.25,8286.0,8286.0,129
12051138,8286,8290,8286.0,8289.75,409
12051139,8289.75,8291.75,8289.25,8291.25,560
12051140,8291.25,8293,8290.5,8291.75,521
12051141,8291.75,8291.75,8290.0,8290.5,208
12051142,8290.5,8290.75,8289.25,8290.0,323
12051143,8290,8290.5,8289.0,8289.75,147
12051144,8289.75,8290.5,8289.5,8289.75,179
12051145,8289.75,8290.5,8289.0,8289.75,161
12051146,8289.75,8290.5,8289.0,8290.25,180
12051147,8290.25,8291.25,8289.75,8290.0,188
12051148,8290,8290.25,8286.75,8287.25,373
12051149,8287.25,8289.25,8285.75,8289.25,477
12051150,8289.25,8291.5,8288.25,8291.5,378
12051151,8291.5,8291.5,8289.25,8289.25,320
12051152,8289.25,8290.5,8288.75,8289.75,197
12051153,8289.75,8290.5,8289.0,8290.0,181
12051154,8290,8290.5,8289.25,8289.5,258
12051155,8289.5,8291.5,8289.25,8290.0,318
12051156,8290,8290.5,8288.5,8290.25,289
12051157,8290.25,8292.25,8290.25,8292.0,283
12051158,8292,8292.5,8290.5,8291.25,291
12051159,8291.25,8292,8291.0,8291.0,130
12051200,8291,8291.5,8290.5,8291.0,261
12051201,8291,8291.75,8291.0,8291.5,122
12051202,8291.5,8292.75,8291.5,8292.0,242
12051203,8292,8292.5,8289.75,8291.25,441
12051204,8291.25,8292,8290.5,8290.75,263
12051205,8290.75,8292.75,8290.25,8292.25,428
12051206,8292.25,8292.75,8290.75,8291.5,341
12051207,8291.5,8292.5,8291.0,8291.5,183
12051208,8291.5,8291.75,8290.5,8290.75,230
12051209,8290.75,8291.5,8290.25,8291.25,182
12051210,8291.25,8294.5,8291.25,8294.25,531
12051211,8294.25,8294.5,8292.25,8293.0,311
12051212,8293,8294,8292.75,8293.75,169
12051213,8293.75,8295,8293.75,8295.0,388
12051214,8295,8295.5,8294.25,8294.75,321
12051215,8294.75,8295.75,8294.5,8295.25,288
12051216,8295.25,8295.75,8294.5,8295.25,215
12051217,8295.25,8295.25,8293.25,8294.25,249
12051218,8294.25,8294.75,8293.0,8294.75,224
12051219,8294.75,8294.75,8293.75,8294.25,124
12051220,8294.25,8294.75,8293.0,8293.75,213
12051221,8293.75,8294.75,8293.75,8294.25,136
12051222,8294.25,8294.75,8292.75,8294.25,488
12051223,8294.25,8294.5,8293.5,8294.25,143
12051224,8294.25,8294.5,8292.25,8292.75,146
12051225,8292.75,8293.5,8292.0,8293.25,117
12051226,8293.25,8294.5,8292.75,8293.0,168
12051227,8293,8293.25,8291.0,8291.0,318
12051228,8291,8291.5,8289.75,8291.5,376
12051229,8291.5,8293,8291.5,8292.25,235
12051230,8292.25,8293,8292.0,8292.5,139
12051231,8292.5,8293.75,8292.25,8293.25,116
12051232,8293.25,8294.25,8293.25,8294.0,110
12051233,8294,8298.25,8291.75,8292.25,1277
12051234,8292.25,8292.25,8289.25,8290.0,685
12051235,8290,8295.75,8290.0,8295.0,630
12051236,8295,8297.75,8295.0,8297.25,719
12051237,8297.25,8297.5,8296.25,8297.0,391
12051238,8297,8297.5,8296.0,8297.25,506
12051239,8297.25,8299,8297.0,8298.5,428
12051240,8298.5,8298.75,8297.25,8297.75,514
12051241,8297.75,8297.75,8296.25,8296.75,374
12051242,8296.75,8298,8296.5,8297.25,172
12051243,8297.25,8297.75,8297.0,8297.75,169
